"","WT.U.1","WT.U.2","WT.U.3","KO.U.1","KO.U.2","KO.U.3","WT.I.1","WT.I.2","WT.I.3","KO.I.1","KO.I.2","KO.I.3"
"Ifitm3",9.18400085537187,9.06796839509642,9.02955398497273,9.37958765210688,8.94627596320995,9.10309481885206,10.8091088825618,10.5428994502558,10.8924411006285,10.1182229423984,10.3575760278164,10.2818681291618
"Ifit1bl1",7.00044467986654,6.93986498350036,6.89114662041724,7.08680124518605,7.07897088601479,7.07807184635605,8.20523252152198,7.96021589652321,7.9811773112789,7.07841114239133,7.30627876242284,7.23039878959523
"Herc6",6.60988171548201,6.52461429240144,6.73340858685719,6.67110116896009,6.82090259888383,6.89611896567698,8.41180628829818,8.03961747070011,8.06426356413732,7.24636991819517,7.53643362710813,7.54932627308012
"Rnf213",7.64415157086249,7.18431462911026,7.06839184664169,7.01702032227679,7.33124000028507,7.43740992106356,9.20558229860073,8.87546523767122,8.83901176710466,8.10449130062601,8.30887163177119,8.10224974483335
"Rtp4",7.4551521357726,7.02805288476197,7.19620968308859,7.22574737632921,7.06301735430306,6.97503678569688,10.0518239249823,9.52757344765909,9.69973550061923,8.96125462638883,9.05306993334439,8.95835601694806
"Ms4a6d",5.11660688540667,5.23526672835966,4.85982930293425,4.9178399417624,4.95110524364963,4.80799152482477,7.66293366350031,7.0237529303532,7.07371400967715,5.59196289571114,5.87697828319728,5.81527997287433
"Bst2",6.86001700761209,6.85417945627189,6.37638695414684,6.89093252076944,6.8365344413413,6.66848087914,9.17953881483531,8.81267855316637,8.65365654992087,7.9061372287451,8.2523340657771,8.21335892463937
"Ms4a6b",5.91544471275077,5.14685698051341,5.32593369883733,5.56711616897654,5.409205049247,5.66789553065263,8.31760085762402,7.85014279862267,7.83437250074734,6.48766326444088,6.88387062617471,6.88551450152425
"Ifi35",7.80862209343018,7.25261601670211,7.24854813094297,7.63521039290411,7.32980060616623,7.43733085645102,9.45362302635585,9.22674380768334,9.06040929526856,8.27506041785611,8.50353390299705,8.42418956331526
"Ifih1",7.52893651201256,7.33802477395915,7.06870549908344,7.38340414533861,7.15655183704359,7.39929697633806,9.17929861007362,8.94017403988422,8.82654839318394,7.95587361141694,7.98718634314119,8.01137172474724
"Nkg7",5.18921831335675,5.14216914743644,5.00540013634147,4.9663962207716,5.31499921123365,4.91739493583327,6.17515476626163,6.23221433624957,6.2030212744048,5.39280657803845,5.8019959874302,5.5736100079297
"Ms4a6c",6.42604962641531,6.18592786835225,6.31496383531296,6.17391912874603,5.96189494315915,6.13852218692509,8.0480753519099,7.62216865684666,7.4822223683145,6.67982901685778,6.93380050952744,6.78827512446726
"Uba7",5.36042392367058,5.37226337727093,5.18850290526705,5.21008777151154,5.21383826759689,5.38683275330251,6.40943878600462,6.37636204084801,6.14692017831505,5.67316479720059,5.79807831510405,5.56136138147849
"Trim12a",5.09622360647386,5.400567104398,5.03512938793838,5.49175752185429,5.20343504741083,5.11443796868937,6.3473270559127,6.4975636684995,6.05016831094435,5.63897420692729,5.82907553799376,5.69857858722522
"Ifi27l2a",7.15173570022835,7.20389399563029,6.55290237149316,7.0469782803867,6.4656515916362,6.52048628183373,9.98992143837763,9.65546680026179,9.65907074834806,9.22673845434798,9.60697255544981,9.51328710193315
"5330430B06Rik",6.73613027441252,6.75905186546866,6.99477822283132,6.9446678165289,6.31471343895806,6.70930560172928,6.20195253840788,6.50559924565881,6.6382870489116,7.3730005593481,7.6335391792878,6.84151451882928
