"","WT.U.1","WT.U.2","WT.U.3","KO.U.1","KO.U.2","KO.U.3","WT.I.1","WT.I.2","WT.I.3","KO.I.1","KO.I.2","KO.I.3"
"1438747_at",5.86828055860341,5.32670945056381,5.80226937109564,5.60214472413412,5.92757760029582,5.9531705563675,5.88195798650548,5.71350732919979,5.7139605305359,5.65700560431645,5.77433996175795,6.00970730356603
"1456990_at",4.50175652821435,4.23898454704223,4.73648439411906,4.10775262908468,4.18252969007786,4.06680937851432,4.14284149367505,4.37405384379438,4.03062942657131,4.293304779726,4.38784484634956,4.11917257102798
"1447361_at",4.79502872160444,4.15900228092882,4.49824726734358,4.23526745021506,4.59765859802818,4.39296560961593,4.51447957059828,4.63019675552055,4.73781131904065,4.50549749071393,4.75935389790456,4.75291656118759
"1445106_at",5.71161976493878,5.9312111474852,5.96039190620523,5.457117643517,5.82427589972247,5.80188398053042,6.00692067264379,6.14213884524073,5.80382841698348,5.90479014651714,5.74836001494797,5.65640919323955
"1457291_at",4.40299052953573,4.77978924325448,4.70621179869875,4.39824186218564,4.50286107746774,4.51782738914467,4.49750815305148,4.5415883729197,4.84082954483837,4.75476956248095,4.43221292272193,4.74435299737597
"1446119_at",5.56466344221489,5.1401909074362,5.40846608854827,5.46856689955824,5.1378077222475,5.27793782139365,5.43355000894513,5.26681869820603,5.26125407926204,5.12580355228051,5.34526450789403,5.15875880894598
"1436497_at",3.53229170195924,3.475422457574,3.5463508654149,3.49992634926069,3.29417974813191,3.27742835120166,3.30693586644764,3.52813019081342,3.35207262399435,3.5288679941782,3.30929019579693,3.25416189586131
"1454315_at",6.61369979013172,6.21503051347004,6.3471998194828,6.00016616325979,6.37678117058507,6.12206351409324,6.04857915843495,6.22231460106882,6.35043525899848,6.47456909644796,6.34757291882141,6.47191513793184
"1442123_at",5.51678352071252,5.4260218188375,5.12396515351928,5.25018898905464,5.12113456651073,5.36815298319065,5.23376547911969,5.18628898922843,5.38627030280076,5.0409920939582,5.13758680671218,4.93630976694102
"1426175_a_at",4.27743296864432,4.45438643369877,4.06587901077555,4.45382614349643,4.27178104727886,4.00919293304196,3.96392032797538,4.27234265958172,4.04720910602418,4.42572416848985,4.27915864634864,4.17436062053095
"1436685_at",5.37185258490345,5.17532434970689,5.32586868771812,5.36728994228422,5.23112816559252,5.32182319834571,5.08394022989592,4.95027403489147,5.45858722570171,5.12747603720152,5.32238413519407,5.08478733748021
"1429872_at",5.47987589521968,5.79285943641413,5.30016865527395,5.85487866258215,5.39510464662292,5.38877514988066,5.47883178699126,5.28647733492995,5.25147606178063,5.60344047366681,5.53387056619377,5.41586638754836
"1433935_at",6.79541734324985,6.55604110726996,6.8068783420541,7.06018221159154,6.64409453947596,6.44246824115065,7.46809539256492,7.17297642325157,7.32800185331185,7.17745960904093,7.25642527650244,7.2584680551979
"1432093_at",4.2889994757954,4.04595215696778,4.38973615906094,4.13374682154181,4.42385022625229,4.32541558205845,4.30050789422142,4.2959937280782,4.14388833558711,4.12506044729777,4.38672103629567,4.41086106625034
"1453033_at",3.55212965054693,3.27954193779993,3.70141571754863,3.37381253856999,3.5848367827551,3.85053141356458,3.66581273142148,3.64187348351687,3.58163465583333,3.40750534734424,3.61354617935268,3.53198773213213
"1422892_s_at",4.19428491015291,4.28694194320848,4.11828488742897,4.15920909033142,4.23494506362248,4.30209504414245,3.98108820841604,4.06935076460319,3.98423156487723,4.35711721026752,4.33528844728607,4.01733461574372
"1444714_at",6.59572786333161,6.28320263563245,6.60580243143832,6.37092817224307,6.65428339751223,6.62725647167428,6.47493975213974,6.53678845444003,6.33174754318951,6.51100186960415,6.75371408168433,6.74397003488076
"1457335_at",4.33670047424045,3.90121985157006,4.06432659036866,3.91884264241512,4.53298227218086,3.99312339957026,4.05867178623598,4.13370464157642,4.04717373652416,3.98357967621641,4.2765693853418,4.26917552626745
"1429748_at",4.56071641816506,4.12268506479746,4.14901566529654,4.18300956912957,4.52952139230254,4.40002712292847,4.14016768789134,4.47434905036838,4.37821999078834,4.39431130138481,4.41242493639342,4.38242795711054
"1445291_at",5.71745887722587,5.25447096462321,5.82706784289531,5.42553891794798,5.89472340111953,5.81657264135149,5.66304006641754,5.68870476492451,6.11023116597186,6.1757634744082,6.14976282060477,6.06635409432644
"1423614_at",5.95090483636206,5.7808591354083,6.31937075111564,5.65675929675922,6.28095006895566,6.21194432582146,6.2492657618435,6.1954551231176,6.383708152824,6.08101744688956,6.27344594535576,6.10163364631038
"1429027_at",7.58942120211161,7.182519519435,7.17077022290356,6.86435077531855,7.1967021626082,7.04385824255208,7.27532353923967,7.31261382501482,6.91504227714407,7.39615152208947,7.29280097950579,6.84388315672709
"1442119_at",6.74647953498224,6.32870414283315,6.52334808670256,6.80859921501812,6.60984106117151,6.69503711429542,7.0495028830364,6.74624144515558,6.65269742372734,6.52378348329021,6.48428884962853,6.8166440289877
"1447927_at",7.60681198870443,6.13799627599252,6.49447854826259,6.24572230996346,6.36784002743944,6.30316074076262,9.9956808384299,9.77808805352114,9.34725627518131,8.41797350494639,8.92742022418413,8.7222064805689
"1427052_at",5.97871291868509,6.00817355326455,6.28755591273053,6.25940132293504,6.03306693783065,6.12863913879142,6.08591518081957,6.09816872791467,6.21108612812652,6.03850016567852,6.25726419455159,6.29860337456065
"1441553_at",5.63916859877308,5.29603512867459,5.59008416213326,5.26751366751972,5.67461609657292,5.47631530337495,5.65546994474911,5.37201919980393,5.44642729839019,5.37976630188526,5.85277605672063,5.57414285514784
"1444675_at",5.50528147111695,5.40734766278377,5.45444711911763,5.32000296990483,5.42132274063718,5.31077034681221,5.28336386371645,5.15548181162277,5.11612472704925,5.4240772500735,5.36441582704671,5.13766809775922
"1457457_at",5.24643013576145,4.63929864272983,5.27615201174201,4.89839306240123,4.85070165942298,4.8364329766839,4.86059366348831,4.76586368660519,4.65845811653379,4.681359114813,5.01222386556644,4.90974605867516
"1443548_at",3.33189626286512,3.46047902378466,3.51893898933827,3.63596592878738,3.91822925165132,3.58809281349473,3.82421818304117,3.99153263505084,3.71649552591038,3.45898844777008,3.44565385919445,3.6301438162223
"1431834_a_at",5.34825558073643,5.6661963854285,5.08016853752471,5.73999302121387,5.37305103974701,5.29103680958936,5.22471490765684,5.43738041958455,5.14791330378835,5.39679710200756,5.29562196907202,5.14368447542395
"1455151_at",8.98469364271093,8.86805620248241,8.89618470657002,8.61371486277651,8.92158839790539,8.89277368609499,8.78059364712688,8.80082084062004,9.42997377672533,9.26287848758856,9.22009627186287,9.30179624886521
"1427684_at",3.78445322852339,4.00499929570908,3.74285296714877,3.91334341110454,4.04611194247384,3.74277380664602,4.009891505918,3.67352739686953,3.81024718221732,3.85573437242684,3.88282271123922,3.9716913776628
"1438898_at",4.16698926977453,4.56211387701221,4.32738894816954,4.29514499112556,4.06936875813429,4.29822592037899,4.0732238627248,4.3121827468124,4.19642886098081,4.48853139799228,4.1667669333005,4.05153574051821
"1424298_at",6.10734784386586,6.31925831186464,6.02296204769133,6.21808792020626,6.13662003563181,5.91439993530045,5.86229342874731,5.88649023286073,5.90885671059456,5.98684665041577,5.85134843762405,6.01701587933461
"1421219_at",6.46039906926217,6.4881212320692,6.72381231715186,6.84368375548919,6.81457734204629,6.65220845323385,6.45761248123335,6.45519420933024,6.80248481952537,6.79702713320802,6.4667145266868,6.79733088025821
"1423821_at",7.2891626481846,7.36733209979689,7.51332669734819,7.27570281700708,7.38198889371337,7.52477870009397,7.66801228259965,7.72528883106098,7.57808317498798,7.54892427789673,7.22028434935507,7.4491301603973
"1456369_at",5.34303224581778,5.30101324193802,5.64933946265955,5.37791095088538,5.56773436311487,5.76193713242271,5.32863168803876,5.60517932372296,5.8388967336937,5.66650343959431,5.61492330445534,5.73085168435658
"1444029_at",5.6044059529686,5.04283438096842,5.52681695680267,5.16806930091794,5.7761559850134,5.53223359865287,5.70713990289364,5.77218169586371,5.75618094991259,5.35421167175781,5.49266726343584,5.4508566663744
"1444287_at",5.26219554922791,4.85243210182355,5.51356090291361,5.34295324251313,5.8903502999711,5.51282981195432,5.49620008734242,5.44482550371091,5.45801492918479,5.44299311789187,5.29198555310798,5.58282511430543
"1445025_at",5.81112488376333,5.21834389787137,5.64768960914279,5.57428608155617,5.86294023611981,5.75590549854089,5.46652867563146,5.85999713763295,5.41266347047567,5.61930409354719,5.46548601067783,5.62787066233184
"1439683_at",4.33015472350537,4.30140865495663,4.20647597275729,4.45590535878272,4.16000946008595,4.26606457637226,4.03788902287939,4.10720387627474,4.34845719450882,4.37853682132454,3.99068869053862,4.27532697984686
"1443111_at",4.68559865873291,4.44928164125442,4.88376683338777,4.83909009233239,4.77720785299906,5.04434005167617,4.67907901591619,4.86728751456111,5.23588034722288,5.23112816559252,5.28536105794005,5.36954329700304
"1433933_s_at",8.29756232848754,7.82980699353696,7.94308103613857,7.88593818902425,8.00055290865484,8.07821583789433,8.27679603623597,8.25326746268772,8.49328931557612,8.4717559915049,8.36220103707303,8.30516008271823
"1442100_at",6.74790702552479,6.68334533855232,6.74948262055142,6.5140053247464,6.36332856603845,6.56008587213057,6.05882820444619,6.30137501296424,7.10022166782591,6.96919186210833,6.89370290634734,6.86847229315552
"1434333_a_at",5.27306213356277,4.6985285267878,5.1210852830416,5.19021066818539,5.12934777751594,4.92439834575495,5.3533601497792,5.22021284161114,5.17763067455723,4.98389606510923,5.54033987506213,5.4508566663744
"1433465_a_at",7.29653890893476,6.77461349233611,6.9579922711631,6.75172254228169,6.76436378778714,6.928136354271,7.2826492166305,7.10026845701314,7.17212415101594,6.93358475283611,7.18787364978816,7.27861588605344
"1427369_at",5.03364179930848,5.12540098262649,4.93027802311096,4.87922176527949,4.76692475421676,4.69933439486039,5.09997092178047,5.06722776883725,4.80545665625777,5.07925809437622,4.96848234027617,5.08084711383168
"1434885_at",5.01492531692318,5.32393348859844,4.98407409788837,5.01173126863343,4.78124687217125,4.64796068317788,4.94138752129815,5.13352347425862,4.86810731856323,4.70185402461874,4.79776357122795,4.70017359637155
"1434730_at",7.80667895727029,8.01240195688284,8.19821739582561,8.17661571921602,8.12391833283168,8.01648107481246,7.81078282126027,7.89489830457801,8.29544732266669,7.95144923852699,7.87938728027792,7.97893097078351
"1439819_at",5.20703812003516,4.75884463790143,4.80804600218703,4.89512586624348,5.05448583786086,4.98757200741462,5.48961520568456,5.04651160044725,4.8191180875545,5.0078610737262,5.06576367995012,5.03798813511977
"1440887_at",6.21976155335403,6.47938572531669,6.09108380945575,6.33423196909678,6.07263377118387,6.23562952437191,5.98653687697095,6.01792672053029,5.99749483390734,6.26834122612324,6.24237488474717,6.08987934003285
"1458824_at",4.14309762404436,4.17643129802398,4.31546171714766,3.93992737626706,4.03350679205115,4.02652606786033,3.74548250939762,3.94849081810969,4.51944708956807,4.17039093224544,4.17536723265633,4.21088069128448
"1419795_at",4.31781591261321,4.75485539083018,4.72697791454674,4.86615057586657,4.48727162689095,4.56183620513672,4.39198154762411,4.39609227300548,4.22340200368493,4.07587383936376,4.34048548467418,4.57591619244291
"1436020_at",7.00234768916131,6.95107432945732,7.28878417974821,7.02407517591264,7.25776178241695,7.1062428586313,7.20454344285891,7.11138680415754,7.30641298643389,7.18316612304899,7.29433850141328,7.45281009703646
"1448776_at",5.08654849791832,5.25276297725711,5.38969694478124,5.17118288489422,4.98364781131799,5.43844140759549,5.14847099240416,4.96277901711399,4.99245293380226,5.07575420417298,5.16382948412535,5.22216434624153
"1440700_a_at",6.39766192268721,6.90090376339379,6.2092255250744,7.06821476524156,6.40779790243621,6.44633868291188,6.21148702127878,6.49947371264255,6.56916465972568,6.51033512367287,6.29763773390213,6.65221707325349
"1436502_at",6.1693238606373,6.39286455869032,6.31380582020606,6.3429345224562,6.2908352129054,6.59555817964914,6.54972399622938,6.46648743691573,6.31842567100571,6.09890519729886,6.17052568689236,6.13033747930044
"1434981_at",6.32467484892421,6.50103421334171,6.31561605695469,6.29805971159596,6.02759689567864,6.53404730379903,6.41090867106187,6.05509688988709,6.31721510540695,6.35468495537493,6.13283558668362,6.47191513793184
"1439216_at",6.34533610209863,5.86080314881565,6.07792587439081,5.88489887753535,5.86969192430622,6.32061271176711,5.6199254330638,5.92255258515673,5.97248798465164,6.22625133737627,5.9263300244354,6.4307106006471
"1455180_at",4.1308384720392,4.19631184251943,4.26486956143387,4.45432846058157,4.16015492299804,4.25797551635333,4.64511290471722,4.41885543137588,4.42784630271549,4.30718712321908,4.27486571221302,4.18443170876362
"1459478_at",3.9380598716476,3.64970903778768,3.88747906513479,3.48795587559812,3.74302717988271,3.78243728629328,3.95077533947683,3.65900535089713,3.81141042364296,3.97179288090715,3.83771859738702,3.96951654449193
"1420301_at",4.34110609549284,4.35573792926679,4.21667353867211,4.39023669674094,3.9836495665318,4.2548815553781,4.10508153089146,4.09763784850436,3.9576301945377,4.23362488412336,4.51369413565302,4.18301381048225
"1449761_at",4.38107145619465,4.15477020186395,4.4506158302234,4.15477020186395,4.31756240521126,4.39799774519529,4.17549585040168,4.06050960422959,4.1513210829808,4.08338340779989,4.21677501680018,4.05719347000404
